idx,abstract,context,entities,id,info,title
87,,<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] But it is <strong>Mr. Bush who has been most chary of committing a sound bite <strong>he [Al Gore]</strong> would live to regret [George Bush]</strong>. [...]</td>,<th>Al Gore</th><th>George Bush</th>,10_1170833_40_40,"<td>Albert Arnold Gore Jr. is an American politician and environmentalist who served as the 45th vice president of the United States from 1993 to 2001. Gore was Bill Clinton's running mate in their successful campaign in 1992, and the pair was re-elected in 1996. Near the end of Clinton's second term, Gore was selected as the Democratic nominee for the 2000 presidential election but lost the election in a very close race after a Florida recount.</td><td>George Walker Bush is an American politician and businessman who served as the 43rd president of the United States from 2001 to 2009. He had previously served as the 46th governor of Texas from 1995 to 2000.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>The Nation: Party Time -- Holy Grail of Campaign 2000: Money and the Middle; Most Candidates Squirm to Stay In the Center (2000/01/23)</td>
88,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] But <strong>Ms. Latsky 's [Heidi Latsky]</strong> grittily successful self-determination in the face of <strong>Mr. Goldhuber 's [Lawrence Goldhuber]</strong> immense, stolid power says much about traditional differences between men and women. [...]</td>",<th>Heidi Latsky</th><th>Lawrence Goldhuber</th>,20971_1171684_17_17,"<td>(related article) Sarah Swenson is an American modern dance choreographer, dancer, and teacher. She trained in early modern dance forms, and later studied postmodern dance. She began her career in the late 1980s in New York City, where she held numerous positions in the field. Swenson began as a teacher at the Alvin Ailey School, and was Rehearsal Director and Performance Coach for the Alvin Ailey Student Performance Group, for which she created her first works. She was also the Associate Artistic Director of Seraphim Dance Theatre, founded by the late Raymond C. Harris.</td><td>(related article) Performance Space New York, formerly known as Performance Space 122 or P.S. 122, is a not-for-profit arts organization and one of the longest standing venues dedicated to contemporary performance art in New York City.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Sensual Duet for Two Heads (2000/01/27)</td>
89,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] Critics in the <strong>Florida</strong> legislature argued during the special session that the appeals limits were a hurried proposal, possibly unconstitutional, that might result in executing wrongly convicted inmates.'' One of the attractions of Texas to all the other states,'' Professor Dow said,'' is that there is a sense that <strong>Texas</strong> has managed to defeat all the death penalty opponents who had managed for the last 20 years to thwart the state 's interest in carrying out this punishment.'' [...]</td>",<th>Florida</th><th>Texas</th>,6167_1167281_35_36,"<td>Florida ; Spanish for ""land of flowers"") is the southernmost contiguous state in the United States. The state is bordered to the west by the Gulf of Mexico, to the northwest by Alabama, to the north by Georgia, to the east by the Atlantic Ocean, and to the south by the Straits of Florida. Florida is the 22nd-most extensive , the 3rd-most populous , and the 8th-most densely populated of the U.S. states.</td><td>Texas ) is the second largest state in the United States by both area and population. Geographically located in the South Central region of the country, Texas shares borders with the U.S. states of Louisiana to the east, Arkansas to the northeast, Oklahoma to the north, New Mexico to the west, and the Mexican states of Chihuahua, Coahuila, Nuevo León, and Tamaulipas to the southwest, and has a coastline with the Gulf of Mexico to the southeast.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Ideas & Trends; A Role Model for Executions (2000/01/09)</td>
90,,"<td colspan=3><strong_blue>Abstract of the article: </strong_blue>Marian Burros comments on handful of specialty markets in Manhattan that are still doing business they way the old way, specialists in a generalist's world; describes scene at Di Palo Fine Foods on Grand Street, Faicco's Pork Store on Bleecker Street, Poseidon Bakery on Ninth Avenue, Russ & Daughters on East Houston Street, and William Poll, on Lexington and 75th Street</td>",<th>Poseidon Bakery</th><th>Russ and Daughters</th><th>William Poll</th>,28144_1173232,"<td>No information found.</td><td>Russ & Daughters is an appetizing store opened in 1914. It is located at 179 East Houston Street, on the Lower East Side of Manhattan, New York City. A family-operated store, it has been at the same location since 1914.</td><td>A poll tax, also known as head tax or capitation, is a tax levied as a fixed sum on every liable individual.Head taxes were important sources of revenue for many governments from ancient times until the 19th century. In the United Kingdom, poll taxes were levied by the governments of John of Gaunt in the 14th century, Charles II in the 17th and Margaret Thatcher in the 20th century.</td>","<td colspan=3><strong_blue>Title of the article: </strong_blue>In a Changing City, New York Character (2000/02/02)</td>"
91,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] <strong>Mr. Bradley</strong> did not take issue with the Clinton administration 's record of trying to regulate tobacco products and restrict tobacco advertising. But <strong>he [Bill Bradley]</strong> asserted that the issue was about trust, a central theme of <strong>his [Bill Bradley]</strong> campaign, suggesting that <strong><strong>Mr. <strong>Gore</strong></strong>, whose father grew tobacco on the family 's farm in Tennessee and whose sister died of lung cancer</strong>, had not fully disclosed <strong>his [Al Gore]</strong> record on tobacco and had not explained why <strong>he [Al Gore]</strong> once supported the industry.'' [...]</td>",<th>Al Gore</th><th>Bill Bradley</th>,2_1168004_10_11,"<td>Albert Arnold Gore Jr. is an American politician and environmentalist who served as the 45th vice president of the United States from 1993 to 2001. Gore was Bill Clinton's running mate in their successful campaign in 1992, and the pair was re-elected in 1996. Near the end of Clinton's second term, Gore was selected as the Democratic nominee for the 2000 presidential election but lost the election in a very close race after a Florida recount.</td><td>William Warren Bradley is an American politician and former professional basketball player. He served three terms as a Democratic U.S. Senator from New Jersey. He ran unsuccessfully for the Democratic Party's nomination for president in the 2000 election.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Bradley Faults Gore for Record on Tobacco (2000/01/12)</td>
92,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] <strong>He [Stephen Case]</strong> has pushed aside executives, including Ted Leonsis, a former president and now head of a division, when <strong>Mr. Case</strong> decided on a change of strategy. In inviting <strong>Mr. Levin</strong> to be chief executive, <strong>Mr. Case</strong> displayed a shrewd negotiating tactic, but perhaps at the expense of some America Online executives. [...]</td>",<th>Gerald Levin</th><th>Stephen Case</th>,216_1167791_38_39,"<td>Gerald M. ""Jerry"" Levin is an American mass-media businessman. Levin is known for his involvement in brokering the merger between AOL and Time Warner in 2000, at the height of the dot-com bubble, a merger which seemed to many to be disadvantageous to Time Warner as the bubble collapsed in the next few years.</td><td>Stephen McConnell Case is an American entrepreneur, investor, and businessman best known as the former chief executive officer and chairman of America Online . Case joined AOL's predecessor company, Quantum Computer Services, as a marketing vice-president and became CEO of the company in 1991. Since his retirement as chairman of AOL Time Warner in 2003, he has gone on to invest in early and growth-stage startups through his Washington, D.C. based venture capital firm Revolution LLC.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>AOL Chief Relaxes a Dress Code But Not His Vision of the Internet (2000/01/11)</td>
93,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] There are already indications that <strong>he [Robert Wood Iv Johnson]</strong> will do whatever it takes to make the Jets better. And by getting <strong>Parcells</strong>, the Jets can instantly become better, as in Super Bowl better. [...]</td>",<th>Bill Parcells</th><th>Robert Wood Iv Johnson</th>,119_1168283_44_45,"<td>Duane Charles ""Bill"" Parcells , also known as The Big Tuna, is a former American football coach, best known as a head coach in the National Football League for 19 seasons. He rose to prominence as the head coach of the New York Giants, whom he led to two Super Bowl titles. Parcells later served as the head coach of the New England Patriots, New York Jets, and Dallas Cowboys. Throughout his career, he coached teams that were in a period of decline and turned them into postseason contenders.</td><td>No information found.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Jets' New Owner Begins Minuet With Parcells (2000/01/13)</td>
94,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] Then they took their educations and went about being responsible adults -- Gadzinski an accountant; Stowers a teacher; Jackson a parole hearing officer; Einbender an endodontist; Block for many years a vice president for media relations at NBC; Swartz a furniture salesman; Lauster a salesman for I.B.M.; Goldstein operating the family shoe accessory business; Balber the chairman of MIT Interlink, a direct-mail company; Alyea playing 361 baseball games in the majors; McGowan an engineer; and <strong>Dunn</strong> a poet and teacher. They all followed the career of <strong>van <strong>Breda Kolff</strong></strong>, now 78 and reluctantly retired in Florida after a second tour with Hofstra six years ago. [...]</td>",<th>Butch van Breda Kolff</th><th>Stephen Dunn</th>,34001_1174463_51_52,"<td>Willem Hendrik ""Butch"" van Breda Kolff was an American basketball player and coach.</td><td>Stephen Dunn is an American poet and educator. Dunn has written fifteen collections of poetry. He won the Pulitzer Prize for Poetry for his 2001 collection, Different Hours and has received an Academy Award in Literature from the American Academy of Arts and Letters. Among his other awards are three National Endowment for the Arts Creative Writing Fellowships, Guggenheim Fellowship, and Rockefeller Foundations Fellowship. A collection of essays about Dunn's poetry was published in 2013.</td>","<td colspan=2><strong_blue>Title of the article: </strong_blue>Sports of The Times; For Butch's Players, 23 Hoop Dreams And One Nightmare (2000/02/06)</td>"
95,,"<td colspan=2><strong_blue>Abstract of the article: </strong_blue>Walter Reich Op-Ed article rejects notion that libel trial in London, in which David Irving is suing Deborah Lipstadt and her British publisher, Penguin Books, is nothing less than trial of truth about Holocaust and that if Irving wins, history will lose; says reality of Holocaust is well documented and does not hinge on outcome of trial; says danger is that alarmists themselves may give verdict more weight than it deserves so that if plaintiff wins they will have created very sort of damage they are trying to prevent</td>",<th>David Irving</th><th>Deborah Lipstadt</th>,1213_1169706,"<td>David John Cawdell Irving is an English author and Holocaust denier who has written on the military and political history of World War II, with a focus on Nazi Germany. His works include The Destruction of Dresden , Hitler's War , Churchill's War and Goebbels: Mastermind of the Third Reich . In his works, he argued that Adolf Hitler did not know of the extermination of Jews or, if he did, opposed it.</td><td>Deborah Esther Lipstadt is an American historian, best known as author of the books Denying the Holocaust , History on Trial: My Day in Court with a Holocaust Denier and The Eichmann Trial . She is the Dorot Professor of Modern Jewish History and Holocaust Studies at Emory University in Georgia, United States.Lipstadt was a consultant to the United States Holocaust Memorial Museum. In 1994 she was appointed by Bill Clinton to the United States Holocaust Memorial Council, serving two terms.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>The Stakes in a Holocaust Trial (2000/01/19)</td>
96,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue><strong>Secretary of State Madeleine K. Albright</strong> came here today to praise the government that was recently formed from the democratic opposition. <strong>She [Madeleine Albright]</strong> also encouraged the two candidates for <strong>the presidency [Ivica Racan]</strong> and promised that the United States would support the rapid integration of a'' new Croatia'' into NATO, the European Union and the West. [...]</td>",<th>Ivica Racan</th><th>Madeleine Albright</th>,30093_1173529_1_2,"<td>Ivica Račan was a Croatian politician who served as the Prime Minister of Croatia from 2000 to 2003, heading two centre-left coalition governments.</td><td>Madeleine Jana Korbel Albright is an American politician and diplomat. She is the first female United States Secretary of State in U.S. history, having served from 1997 to 2001 under President Bill Clinton.Along with her family, Albright immigrated to the United States in 1948 from Czechoslovakia. Her father, diplomat Josef Korbel, settled the family in Denver, and she became a U.S. citizen in 1957. Albright graduated from Wellesley College in 1959 and earned a PhD from Columbia University in 1975, writing her thesis on the Prague Spring.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Albright Visits Post-Tudjman Croatia and Hails the New Leadership (2000/02/03)</td>
97,,"<td colspan=3><strong_blue>Mentions of the entities: </strong_blue>[...] While <strong>he [Dan Rather]</strong> questioned whether CBS should have acted at all to alter the reality of a scene in this way, <strong>he [Dan Rather]</strong> said,'' At the very least we should have pointed out to viewers that we were doing it.'' The CBS decision to use a new form of technology that allows electronically created images to replace actual structures had stirred a debate inside CBS News and today -- at news conference attended by <strong>Andrew Heyward</strong>, <strong>the president of CBS News [Andrew Heyward]</strong>, and <strong>Leslie Moonves</strong>, the president of CBS Television -- it was clear the debate was not over. [...]</td>",<th>Andrew Heyward</th><th>Dan Rather</th><th>Leslie Moonves</th>,8871_1168274_4_5,"<td>Andrew Heyward is a former President of CBS News, serving from January 1996 until early November 2005., Currently, he is a principal at MarketspaceNext and Heyward Advisory LLC, where he works with clients to create and strengthen original online content, make more effective use of broadband video, deepen engagement through online communities, and develop new business models for the digital era.</td><td>Dan Irvin Rather Jr. is an American journalist. Rather began his career in Texas and was on the scene of the Kennedy assassination in Dallas in 1963. His reporting elevated his position in CBS News, where he was White House correspondent beginning in 1964. He served as foreign correspondent in London and Vietnam over the next two years before returning to the White House correspondent position, covering the Nixon presidency, including the trip to China, Watergate scandal and ultimate resignation.</td><td>Leslie Roy Moonves is an American media executive who served as the Chairman and CEO of CBS Corporation from 2003 until his resignation in September 2018 following numerous allegations of sexual harassment and abuse. He has been married to TV personality Julie Chen since 2004.</td>",<td colspan=3><strong_blue>Title of the article: </strong_blue>CBS Is Divided Over the Use Of False Images In Broadcasts (2000/01/13)</td>
98,,"<td colspan=2><strong_blue>Abstract of the article: </strong_blue>Russia, faced with fierce rebel resistance, rising casualties and bad weather, suspends its assault on Grozny, Chechnya; Lt Gen Gennadi N Troshev says pause is intended to let thousands of civilians flee city; ousts Maj Gen Vladimir A Shamanov as leader of group fighting in Chechnya's southern foothills; names Maj Gen Aleksei I Verbitsky to replace him; says his own deputy, Maj Gen Sergei A Makarov, will replace him as commander of forces in Chechen highlands, freeing him to concentrate on other duties</td>",<th>Aleksei Verbitsky</th><th>Sergei Makarov</th>,4806_1166889,"<td>People's Artist of the Russian Federation , also sometimes translated as National Artist of the Russian Federation, is an honorary and the highest title awarded to citizens of the Russian Federation, all outstanding in the performing arts, whose merits are exceptional in the sphere of the development of the performing arts (theatre, music, dance, circus, cinema, etc.</td><td>No information found.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Russian Command Suspending Assault On Chechen Capital (2000/01/08)</td>
99,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>To the Editor: As the under secretary of state for global affairs, I would like to respond to <strong>Michael Mandelbaum 's [Michael Mandelbaum]</strong> review of <strong>Thomas Carothers 's [Thomas Carothers]</strong>'' Aiding Democracy Abroad: The Learning Curve'' -LRB- Dec. 12 -RRB-. [...]</td>",<th>Michael Mandelbaum</th><th>Thomas Carothers</th>,24674_1172317_1_1,"<td>Michael Mandelbaum is the Christian A. Herter Professor and Director of the American Foreign Policy program at the Johns Hopkins University, School of Advanced International Studies. He has written 10 books on American foreign policy and edited 12 more. He most recently authored Mission Failure: America and the World in the Post-Cold War Era.</td><td>Thomas Carothers is one of the most noted international experts on international democracy support, democratization, and U.S. foreign policy. He serves as vice president for studies at the Carnegie Endowment for International Peace, where he founded and currently directs the Democracy and Rule of Law Program. He has also taught at several universities in the United States and Europe, including Central European University, the Johns Hopkins School of Advanced International Studies, and Nuffield College, Oxford, where he is a senior research fellow.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Aiding Democracy (2000/01/30)</td>
100,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] In a letter dated Jan. 14, <strong>his [Michael Isikoff]</strong> Newsweek editor, Ann McDaniel, wrote to Ann Godoff, editor in chief of Random House, that Mr. Toobin 's'' treatment of <strong>Michael Isikoff</strong> in' A Vast Conspiracy' is egregiously unfair'' and that Mr. Toobin refused to interview <strong>Mr. <strong>Isikoff</strong></strong>, even though he wrote in detail about <strong>Mr. Isikoff 's [Michael Isikoff]</strong> reporting in'' A Vast Conspiracy.'' <strong>Mr. Isikoff</strong> was so angry that <strong>he [Michael Isikoff]</strong> has written an addendum to <strong>his [Michael Isikoff]</strong> book, which will appear in the paperback edition of'' Uncovering <strong>Clinton</strong>.'' [...]</td>",<th>Bill Clinton</th><th>Michael Isikoff</th>,34313_1174628_5_6,"<td>William Jefferson Clinton is an American politician who served as the 42nd president of the United States from 1993 to 2001. Prior to the presidency, he was the governor of Arkansas from 1979 to 1981, and again from 1983 to 1992, and the attorney general of Arkansas from 1977 to 1979. A member of the Democratic Party, Clinton was ideologically a New Democrat, and many of his policies reflected a centrist ""Third Way"" political philosophy.</td><td>Michael R. Isikoff is an American investigative journalist who is currently the Chief Investigative Correspondent at Yahoo! News. He is the co-author with David Corn of the book entitled Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump, published on March 13, 2018.From July 2010 to April 2014, Isikoff was the national investigative correspondent for NBC News. He resigned from NBC, citing the network's move in a direction that left him with ""fewer opportunities"" for his work.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Reporters Square Off Over Clinton Scandal (2000/02/07)</td>
101,,"<td colspan=3><strong_blue>Mentions of the entities: </strong_blue>[...] An estimated 100,000 Russian troops marched systematically through northern <strong>Chechnya</strong>, seizing the countryside and gradually encircling <strong>Grozny</strong>, cutting off 6,000 rebels there and another 6,000 in the southern mountains. The American general said that in this campaign <strong>the Russians [Russia]</strong> were exhibiting better command and control, effectively coordinating complex operations. [...]</td>",<th>Chechnya</th><th>Grozny</th><th>Russia</th>,54_1169137_23_24,"<td>Chechnya , officially the Chechen Republic , is a federal subject of Russia. </td><td>Grozny is the capital city of Chechnya, Russia. The city lies on the Sunzha River. According to the 2010 Census, it had a population of 271,573; up from 210,720 recorded in the 2002 Census, but still only about two-thirds of 399,688 recorded in the 1989 Census. It was previously known as Groznaya .</td><td>Russia , or the Russian Federation , is a transcontinental country in Eastern Europe and North Asia. At 17,125,200 square kilometres , Russia is by a considerable margin the largest country in the world by area, covering more than one-eighth of the Earth's inhabited land area, and the ninth most populous, with about 146.80 million people as of 2019, including Crimea.</td>",<td colspan=3><strong_blue>Title of the article: </strong_blue>The World: War and War; Russia Fights Stalinist Battles With American Tactics (2000/01/16)</td>
102,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] <strong>They [Timor Csizmadia]</strong> were arrested yesterday morning by detectives working for the Queens district attorney, investigators said. The investigators said they had spent a year looking into the activities of <strong><strong>Mr. <strong>Csizmadia</strong></strong> and <strong>Mr. <strong>Krasnoi</strong></strong> [Timor Csizmadia]</strong>, who were accused of falsifying approvals by architects and engineers. [...]</td>",<th>Andas Krasnoi</th><th>Timor Csizmadia</th>,10722_1168687_7_8,"<td>No information found.</td><td>ChemAxon is a cheminformatics and bioinformatics software development company specializing in cloud based, end user solutions, back end platforms and consultancy services for chemical and biological research. Headquartered in Budapest, Hungary with 121 employees . The company also operates business and consultancy offices globally in Cambridge, MA, San Diego, CA, and in Prague. ChemAxon supports its customers via exclusive distributors in China, India, Japan, South Korea, Singapore, and Australia.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>2 Charged With Falsely Certifying Buildings (2000/01/15)</td>
103,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] <strong>Mr. Bush</strong> is far more popular in South Carolina than in New Hampshire, buoyed by the state 's traditional affection for a front-runner, the fondness for <strong>his [George Bush]</strong> family, and <strong>his [George Bush]</strong> own appeal to religious conservatives. [...]</td>",<th>George Bush</th><th>George Bush</th>,108_1173363_3_3,<td>George Walker Bush is an American politician and businessman who served as the 43rd president of the United States from 2001 to 2009. He had previously served as the 46th governor of Texas from 1995 to 2000.</td>,<td colspan=2><strong_blue>Title of the article: </strong_blue>South Carolina Seems to Be Bush Terrain (2000/02/02)</td>
104,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] <strong>Mr. Sabrin</strong> won 5 percent of the vote during <strong>his [Murray Sabrin]</strong> campaign for governor in 1997, but the candidacy of Mr. Kennedy, who won a third of the Republican primary vote for the 1994 Senate nomination, is likely to provide strong competition for conservative support. If the primary becomes too divisive, or if conservatives appear poised for a victory, <strong>Mrs. Whitman</strong> has indicated <strong>she [Christine Whitman]</strong> might intercede by endorsing either Mr. Gormley or Mr. Franks. [...]</td>",<th>Christine Whitman</th><th>Murray Sabrin</th>,26909_1172892_43_44,"<td>Christine Todd Whitman is an American Republican politician and author who served as the 50th Governor of New Jersey, from 1994 to 2001, and was the Administrator of the Environmental Protection Agency in the administration of President George W. Bush from 2001 to 2003. She was New Jersey's first female governor.</td><td>Murray Sabrin is a professor of finance in the Anisfield School of Business at Ramapo College in New Jersey and was a candidate for US Senate in 2018.</td>","<td colspan=2><strong_blue>Title of the article: </strong_blue>In New Jersey, Both Parties Find Tumult in Senate Primaries (2000/01/31)</td>"
105,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] Something is happening in <strong>Ecuador</strong> and in other countries of <strong>Latin America</strong>, and the forecast is not for an easy passage.'' [...]</td>",<th>Ecuador</th><th>Latin America</th>,770_1172637_5_5,"<td>Ecuador EK-wə-dor; Spanish: [ekwaˈðoɾ]; Quechua: Ikwayur; Shuar: Ecuador or Ekuatur), officially the Republic of Ecuador , is a country in northwestern South America, bordered by Colombia on the north, Peru on the east and south, and the Pacific Ocean on the west. Ecuador also includes the Galápagos Islands in the Pacific, about 1,000 kilometres west of the mainland.</td><td>Latin America is a group of countries and dependencies in the Americas with a shared history of facing colonialism and coloniality by Spain, Portugal and other European countries and where Romance languages such as Spanish, Portuguese, and French are predominantly spoken, but also hundreds of Native languages such as Nahuatl, Mixtec, Maya, Quechua, Aymara and many more. Latin America is broader than the terms Ibero-America or Hispanic America. The term ""Latin America"" was first used in an 1856 conference with the title ""Initiative of the America.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Ecuador's Coup Alerts Region to a Resurgent Military (2000/01/30)</td>
106,,"<td colspan=2><strong_blue>Abstract of the article: </strong_blue>Correction of January 2 article about Flavia Alaya, author of book about her relationship with Roman Catholic priest, Rev Henry J Browne; Alaya is married, professor of literature and cultural studies at Ramapo College, in Ramapo, NJ, whose father emigrated from Italy and is one of four children; she gave birth to her first child, Harry, in Italy</td>",<th>Flavia Alaya</th><th>Henry Browne</th>,961_1167167,"<td>William Sharp was a Scottish writer, of poetry and literary biography in particular, who from 1893 wrote also as Fiona Macleod, a pseudonym kept almost secret during his lifetime. He was also an editor of the poetry of Ossian, Walter Scott, Matthew Arnold, Algernon Charles Swinburne and Eugene Lee-Hamilton.</td><td>(related article) Nicolas Christopher Henry Browne-Wilkinson, Baron Browne-Wilkinson, PC was a British judge who served as a Lord of Appeal in Ordinary from 1991 to 2000, and Senior Lord of Appeal in Ordinary from 1998 to 2000.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Corrections (2000/01/09)</td>
107,,"<td colspan=5><strong_blue>Abstract of the article: </strong_blue>Republican presidential frontrunner Gov George W Bush and Democratic rival Vice Pres Al Gore are clear victors in Iowa presidential caucuses, with voters for first time affirming their positions as frontrunners for parties' nominations; Gore outpolls former Sen Bill Bradley 63 percent to 35 percent; Bush wins 43 percent of vote, with publisher Steve Forbes finishing strong second with 30 percent; Alan Keyes finishes third with 14 percent, outpacing Gary L Bauer who tallied 9 percent; Sen John S McCain, whose campaign skipped Iowa, wins 5 percent and Sen Orrin Hatch finishes last with 1 percent; Bush basks in 'record-shattering victory;' Gore thanks voters, but concedes he faces stiffer competition in New Hampshire; Bradley concedes loss; congratulates Gore; says he is gearing up for hard-fought battle in New Hampshire; comments by other Republican candidates noted</td>",<th>Al Gore</th><th>Alan Keyes</th><th>Bill Bradley</th><th>George Bush</th><th>Orrin Hatch</th>,1041_1171350,"<td>Albert Arnold Gore Jr. is an American politician and environmentalist who served as the 45th vice president of the United States from 1993 to 2001. Gore was Bill Clinton's running mate in their successful campaign in 1992, and the pair was re-elected in 1996. Near the end of Clinton's second term, Gore was selected as the Democratic nominee for the 2000 presidential election but lost the election in a very close race after a Florida recount.</td><td>Alan Lee Keyes is an American conservative political activist, pundit, author and former ambassador.</td><td>William Warren Bradley is an American politician and former professional basketball player. He served three terms as a Democratic U.S. Senator from New Jersey. He ran unsuccessfully for the Democratic Party's nomination for president in the 2000 election.</td><td>George Walker Bush is an American politician and businessman who served as the 43rd president of the United States from 2001 to 2009. He had previously served as the 46th governor of Texas from 1995 to 2000.</td><td>Orrin Grant Hatch is an American attorney, retired politician, and composer who served as a United States Senator from Utah for 42 years . He is the longest-serving Republican U.S. Senator in history and the longest-serving U.S. Senator from Utah in history. </td>",<td colspan=5><strong_blue>Title of the article: </strong_blue>Iowans Deliver Victory to Bush and Gore (2000/01/25)</td>
108,,"<td colspan=2><strong_blue>Abstract of the article: </strong_blue>Russian forces reportedly capture Grozny, capital of Chechnya, after five month campaign; announcement is made by Acting Pres Vladimir V Putin; Chechen militants reportedly suffer heavy losses after blundering into Russian minefield and ambush after fleeing city; hundreds reportedly escape to join estimated 7,000 others operating in Chechen highlands in south; more than 1,000 Russian soldiers reportedly have died in five-month campaign; 3,400 others were reportedly wounded; refugees from Grozny say many civilians also died; Human Rights Watch reports documenting 22 cases in which civilians were killed by vengeful Russian troops</td>",<th>Chechnya</th><th>Grozny</th>,53_1174680,"<td>Chechnya , officially the Chechen Republic , is a federal subject of Russia. </td><td>Grozny is the capital city of Chechnya, Russia. The city lies on the Sunzha River. According to the 2010 Census, it had a population of 271,573; up from 210,720 recorded in the 2002 Census, but still only about two-thirds of 399,688 recorded in the 1989 Census. It was previously known as Groznaya .</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Russian Troops Capture What Remains of Grozny (2000/02/07)</td>
109,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] <strong>Norway</strong> still defines <strong>itself [Norway]</strong> in terms of <strong>its [Norway]</strong> relationship to <strong>Sweden</strong>,'' said the Norwegian author Tor Bomann-Larsen.'' [...]</td>",<th>Norway</th><th>Sweden</th>,6205_1167291_23_23,"<td>Norway or Noreg ; Northern Sami: Norga; Southern Sami: Nöörje; Lule Sami: Vuodna), officially the Kingdom of Norway, is a Nordic country in Northern Europe whose territory comprises the western and northernmost portion of the Scandinavian Peninsula; the remote island of Jan Mayen and the archipelago of Svalbard are also part of the Kingdom of Norway. The Antarctic Peter I Island and the sub-Antarctic Bouvet Island are dependent territories and thus not considered part of the kingdom. Norway also lays claim to a section of Antarctica known as Queen Maud Land.</td><td>Sweden ), formal name: the Kingdom of Sweden , is a Scandinavian Nordic country in Northern Europe. It borders Norway to the west and north and Finland to the east, and is connected to Denmark in the southwest by a bridge-tunnel across the Öresund, a strait at the Swedish-Danish border. At 450,295 square kilometres , Sweden is the largest country in Northern Europe, the third-largest country in the European Union and the fifth largest country in Europe by area.</td>","<td colspan=2><strong_blue>Title of the article: </strong_blue>Ideas & Trends; Leif to Lars: Drop Dead, Neighbor! (2000/01/09)</td>"
110,,"<td colspan=4><strong_blue>Abstract of the article: </strong_blue>Camp David talks that produced peace between Egypt and Israel have become yardstick by which to measure talks between Israelis and Syrians in Shepherdstown, W Va</td>",<th>Egypt</th><th>Israel</th><th>Shepherdstown</th><th>Syria</th>,6209_1167293,"<td>Egypt EE-jipt; Arabic: مِصر‎ Miṣr, Egyptian Arabic: مَصر‎ Maṣr, Coptic: Ⲭⲏⲙⲓ Khēmi), officially the Arab Republic of Egypt, is a country spanning the northeast corner of Africa and southwest corner of Asia by a land bridge formed by the Sinai Peninsula. Egypt is a Mediterranean country bordered by the Gaza Strip and Israel to the northeast, the Gulf of Aqaba and the Red Sea to the east, Sudan to the south, and Libya to the west.</td><td>Israel , also known as the State of Israel, is a country in Western Asia, located on the southeastern shore of the Mediterranean Sea and the northern shore of the Red Sea. It has land borders with Lebanon to the north, Syria to the northeast, Jordan on the east, the Palestinian territories of the West Bank and Gaza Strip to the east and west, respectively, and Egypt to the southwest. The country contains geographically diverse features within its relatively small area.</td><td>Shepherdstown is a town in Jefferson County, West Virginia, in the United States, located in the lower Shenandoah Valley along the Potomac River. Home to Shepherd University, the town's population was 1,734 at the 2010 census.</td><td>Syria , officially the Syrian Arab Republic , is a country in Western Asia, bordering Lebanon to the southwest, the Mediterranean Sea to the west, Turkey to the north, Iraq to the east, Jordan to the south, and Israel to the southwest. A country of fertile plains, high mountains, and deserts, Syria is home to diverse ethnic and religious groups, including Syrian Arabs, Greeks, Armenians, Assyrians, Kurds, Circassians, Mandeans and Turkemens.</td>",<td colspan=4><strong_blue>Title of the article: </strong_blue>The World: You Need Good Glasses; Looking for Camp David on the Map of Shepherdstown (2000/01/09)</td>
